invoice_no,vendor,company_id,base_amount,gst_rate,gst_amount,total_amount,day_of_week,hour,month,is_weekend,is_late_hour,is_round_amount,vendor_transaction_count,vendor_avg_amount,amount_deviation_ratio,gst_mismatch,amount_to_gst_ratio,is_fraud
INV-008788,LegitVendor_075,COMP_016,44490.71,12,5338.89,49829.59,4,20,9,0,1,0,91,48931.47,0.0184,0,8.3318,0
INV-008789,SuspiciousVendor_018,COMP_031,500000.0,12,60000.0,89076.86,3,20,3,0,1,1,68,128051.18,0.3044,0,8.3332,1
INV-008790,LegitVendor_057,COMP_038,12877.78,12,1545.33,14423.11,5,20,7,1,1,0,112,48419.37,0.7021,0,8.3279,0
INV-008791,LegitVendor_076,COMP_049,5131.16,18,923.61,6054.77,5,20,10,1,1,0,87,57925.97,0.8955,0,5.5495,0
INV-008792,LegitVendor_043,COMP_048,3535.47,5,176.77,3712.24,0,20,9,0,1,0,94,44291.55,0.9162,0,19.8875,0
INV-008793,SuspiciousVendor_001,COMP_027,11011.26,18,1982.03,49817.39,6,22,12,1,1,0,67,112204.92,0.556,0,5.5528,1
INV-008794,SuspiciousVendor_004,COMP_004,41494.84,28,11618.56,89122.35,3,20,3,0,1,0,54,151439.6,0.4115,0,3.5711,1
INV-008795,LegitVendor_059,COMP_026,26973.47,12,3236.82,30210.29,0,20,8,0,1,0,98,65339.4,0.5376,0,8.3308,0
INV-008796,LegitVendor_050,COMP_011,32813.02,28,9187.65,42000.67,0,20,6,0,1,0,94,45965.29,0.0863,0,3.571,0
INV-008797,LegitVendor_046,COMP_016,13519.26,12,1622.31,15141.57,3,20,7,0,1,0,92,48680.38,0.6889,0,8.3282,0
INV-008798,LegitVendor_027,COMP_016,5193.99,18,934.92,6128.91,1,20,10,0,1,0,99,53391.69,0.8852,0,5.5496,0
INV-008799,LegitVendor_038,COMP_031,8933.8,12,1072.06,10005.86,5,20,5,1,1,0,103,48985.65,0.7957,0,8.3256,0
INV-008800,LegitVendor_004,COMP_017,29051.38,18,5229.25,34280.63,0,20,12,0,1,0,77,40516.81,0.1539,0,5.5545,0
INV-008801,SuspiciousVendor_015,COMP_016,29515.84,18,5312.85,34828.69,1,20,10,0,1,0,77,118115.49,0.7051,0,5.5545,1
INV-008802,LegitVendor_077,COMP_024,1841.25,12,220.95,2062.2,3,20,6,0,1,0,92,58925.32,0.965,0,8.2958,0
INV-008803,LegitVendor_003,COMP_014,17318.09,28,4849.06,22167.15,0,20,5,0,1,0,94,48887.52,0.5466,0,3.5707,0
INV-008804,SuspiciousVendor_019,COMP_020,76675.3,18,13801.55,9928.8,2,20,3,0,1,0,73,116357.76,0.9147,0,5.5552,1
INV-008805,LegitVendor_045,COMP_027,21950.31,12,2634.04,24584.35,1,20,8,0,1,0,86,41037.98,0.4009,0,8.3302,0
INV-008806,LegitVendor_059,COMP_012,17552.3,18,3159.41,20711.72,0,20,3,0,1,0,99,64888.62,0.6808,0,5.5538,0
INV-008807,LegitVendor_000,COMP_023,6142.93,12,737.15,6880.08,2,20,10,0,1,0,82,47102.35,0.8539,0,8.322,0
INV-008808,LegitVendor_065,COMP_032,19526.75,12,2343.21,21869.96,0,20,6,0,1,0,96,56962.18,0.6161,0,8.3298,0
INV-008809,SuspiciousVendor_014,COMP_018,16529.88,5,826.49,17356.37,4,22,10,0,1,0,65,109539.44,0.8415,0,19.9758,1
INV-008810,LegitVendor_036,COMP_005,67364.5,18,12125.61,79490.1,3,20,11,0,1,0,85,51419.45,0.5459,0,5.5551,0
INV-008811,LegitVendor_042,COMP_019,3068.07,18,552.25,3620.32,3,20,10,0,1,0,88,49536.0,0.9269,0,5.5455,0
INV-008812,LegitVendor_040,COMP_040,11754.16,5,587.71,12341.86,1,20,4,0,1,0,84,65136.16,0.8105,0,19.966,0
INV-008813,LegitVendor_046,COMP_015,13029.69,18,2345.34,15375.03,1,20,5,0,1,0,93,48322.26,0.6818,0,5.5532,0
INV-008814,LegitVendor_075,COMP_049,16513.13,18,2972.36,19485.5,6,20,4,1,1,0,92,48611.4,0.5991,0,5.5537,0
INV-008815,SuspiciousVendor_002,COMP_009,55226.76,18,9940.82,65167.58,3,22,1,0,1,0,66,144107.9,0.5478,0,5.555,1
INV-008816,LegitVendor_061,COMP_038,29673.6,12,3560.83,33234.43,2,20,9,0,1,0,94,39071.21,0.1494,0,8.331,0
INV-008817,LegitVendor_015,COMP_025,46917.55,12,5630.11,52547.66,0,20,9,0,1,0,90,55418.15,0.0518,0,8.3319,0
INV-008818,LegitVendor_004,COMP_004,361618.83,12,43394.26,405013.08,1,20,2,0,1,0,78,45189.84,7.9623,0,8.3331,0
INV-008819,LegitVendor_021,COMP_018,37386.75,12,4486.41,41873.16,0,20,8,0,1,0,96,62558.54,0.3307,0,8.3315,0
INV-008820,LegitVendor_069,COMP_030,29787.79,12,3574.53,33362.32,0,20,11,0,1,0,82,58455.45,0.4293,0,8.331,0
INV-008821,LegitVendor_004,COMP_016,5853.97,12,702.48,6556.45,6,20,10,1,1,0,79,44700.81,0.8533,0,8.3215,0
INV-008822,LegitVendor_023,COMP_007,54921.76,12,6590.61,61512.37,4,20,2,0,1,0,78,53900.12,0.1412,0,8.3321,0
INV-008823,LegitVendor_077,COMP_016,8469.59,18,1524.53,9994.12,3,20,2,0,1,0,93,58399.17,0.8289,0,5.5519,0
INV-008824,LegitVendor_075,COMP_008,46186.1,12,5542.33,51728.43,2,20,3,0,1,0,93,48644.92,0.0634,0,8.3318,0
INV-008825,LegitVendor_005,COMP_015,43780.53,5,2189.03,45969.56,6,20,1,1,1,0,105,49791.74,0.0768,0,19.9909,0
INV-008826,LegitVendor_054,COMP_029,40187.5,28,11252.5,51440.0,1,20,11,0,1,0,84,48709.95,0.056,0,3.5711,0
INV-008827,LegitVendor_008,COMP_004,26914.87,5,1345.74,28260.62,2,20,4,0,1,0,102,44186.95,0.3604,0,19.9851,0
INV-008828,LegitVendor_048,COMP_006,5652.36,5,282.62,5934.97,6,20,2,1,1,0,72,48117.8,0.8766,0,19.9295,0
INV-008829,LegitVendor_005,COMP_048,9894.73,12,1187.37,11082.1,5,20,9,1,1,0,106,49426.55,0.7758,0,8.3263,0
INV-008830,LegitVendor_049,COMP_001,79097.3,18,14237.51,93334.81,6,20,3,1,1,0,87,49496.83,0.8857,0,5.5552,0
INV-008831,LegitVendor_054,COMP_015,5186.45,18,933.56,6120.01,0,20,9,0,1,0,85,48208.89,0.873,0,5.5496,0
INV-008832,LegitVendor_059,COMP_023,27519.08,28,7705.34,35224.42,4,20,3,0,1,0,100,64591.98,0.4547,0,3.571,0
INV-008833,LegitVendor_041,COMP_047,15442.53,12,1853.1,17295.64,4,20,5,0,1,0,107,49839.44,0.653,0,8.3288,0
INV-008834,LegitVendor_027,COMP_026,74343.23,18,13381.78,87725.01,1,20,9,0,1,0,100,53735.03,0.6325,0,5.5551,0
INV-008835,LegitVendor_056,COMP_037,1434.55,12,172.15,1606.7,3,20,5,0,1,0,95,42531.96,0.9622,0,8.2852,0
INV-008836,LegitVendor_075,COMP_047,115755.98,18,20836.08,136592.05,1,20,12,0,1,0,94,49580.53,1.7549,0,5.5553,0
INV-008837,SuspiciousVendor_007,COMP_047,250000.0,12,30000.0,280000.0,2,20,11,0,1,1,75,140150.6,0.9978,0,8.3331,1
INV-008838,LegitVendor_067,COMP_003,15449.23,28,4325.78,19775.01,6,20,4,1,1,0,92,54232.72,0.6354,0,3.5706,0
INV-008839,SuspiciousVendor_012,COMP_042,100000.0,5,5000.0,105000.0,3,20,7,0,1,1,79,135272.28,0.2238,0,19.996,1
INV-008840,LegitVendor_059,COMP_002,122961.86,12,14755.42,137717.28,2,20,7,0,1,0,101,65315.99,1.1085,0,8.3328,0
INV-008841,LegitVendor_060,COMP_030,74183.79,18,13353.08,87536.87,3,20,9,0,1,0,100,56782.96,0.5416,0,5.5551,0
INV-008842,LegitVendor_010,COMP_045,2935.45,5,146.77,3082.22,4,20,7,0,1,0,90,61835.63,0.9501,0,19.8647,0
INV-008843,LegitVendor_073,COMP_016,5286.28,12,634.35,5920.64,1,20,10,0,1,0,103,50051.75,0.8817,0,8.3202,0
INV-008844,LegitVendor_017,COMP_032,30784.36,5,1539.22,32323.58,4,20,1,0,1,0,98,48321.98,0.3311,0,19.987,0
INV-008845,LegitVendor_021,COMP_016,160045.61,18,28808.21,188853.82,2,20,12,0,1,0,97,63860.56,1.9573,0,5.5554,0
INV-008846,LegitVendor_032,COMP_033,6430.22,5,321.51,6751.73,2,20,8,0,1,0,94,47726.7,0.8585,0,19.938,0
INV-008847,LegitVendor_027,COMP_046,38979.83,12,4677.58,43657.4,5,20,3,1,1,0,101,53635.25,0.186,0,8.3316,0
INV-008848,LegitVendor_015,COMP_019,32754.94,18,5895.89,38650.83,4,20,2,0,1,0,91,55233.89,0.3002,0,5.5546,0
INV-008849,LegitVendor_047,COMP_044,81737.58,28,22886.52,104624.11,2,20,7,0,1,0,103,45069.52,1.3214,0,3.5713,0
INV-008850,LegitVendor_028,COMP_002,24927.51,12,2991.3,27918.81,1,20,5,0,1,0,95,55162.02,0.4939,0,8.3305,0
INV-008851,LegitVendor_002,COMP_049,25146.32,18,4526.34,29672.66,4,20,1,0,1,0,94,36347.69,0.1836,0,5.5543,0
INV-008852,LegitVendor_017,COMP_000,37850.27,18,6813.05,44663.32,2,20,1,0,1,0,99,48285.02,0.075,0,5.5547,0
INV-008853,LegitVendor_040,COMP_000,5138.18,12,616.58,5754.76,2,20,11,0,1,0,85,64437.56,0.9107,0,8.3198,0
INV-008854,LegitVendor_011,COMP_044,29599.55,5,1479.98,31079.53,4,20,4,0,1,0,94,46294.51,0.3286,0,19.9865,0
INV-008855,LegitVendor_043,COMP_031,12344.46,12,1481.34,13825.8,0,20,5,0,1,0,95,43970.86,0.6856,0,8.3277,0
INV-008856,LegitVendor_017,COMP_010,53178.13,18,9572.06,62750.19,3,20,3,0,1,0,100,48429.67,0.2957,0,5.555,0
INV-008857,LegitVendor_032,COMP_035,22281.22,18,4010.62,26291.84,5,20,11,1,1,0,95,47501.07,0.4465,0,5.5542,0
INV-008858,LegitVendor_043,COMP_024,10639.89,5,531.99,11171.88,1,20,11,0,1,0,96,43629.2,0.7439,0,19.9625,0
INV-008859,SuspiciousVendor_008,COMP_027,131907.65,18,23743.38,31102.98,4,20,10,0,1,0,60,118803.2,0.7382,0,5.5553,1
INV-008860,LegitVendor_057,COMP_035,33511.95,12,4021.43,37533.38,4,20,12,0,1,0,113,48323.03,0.2233,0,8.3313,0
INV-008861,LegitVendor_024,COMP_047,2198.31,18,395.7,2594.0,5,20,12,1,1,0,105,61346.04,0.9577,0,5.5416,0
INV-008862,LegitVendor_074,COMP_019,61127.94,18,11003.03,72130.97,3,20,9,0,1,0,89,50751.93,0.4212,0,5.5551,0
INV-008863,LegitVendor_004,COMP_037,59236.86,5,2961.84,62198.71,6,20,11,1,1,0,80,44919.53,0.3847,0,19.9932,0
INV-008864,LegitVendor_042,COMP_025,54101.61,12,6492.19,60593.8,3,20,2,0,1,0,89,49660.24,0.2202,0,8.332,0
INV-008865,LegitVendor_054,COMP_030,16766.9,5,838.34,17605.24,5,20,12,1,1,0,86,47853.03,0.6321,0,19.9762,0
INV-008866,LegitVendor_024,COMP_046,3567.58,5,178.38,3745.96,5,20,1,1,1,0,106,60802.64,0.9384,0,19.8885,0
INV-008867,LegitVendor_016,COMP_046,224425.36,5,11221.27,235646.63,6,20,7,1,1,0,90,51606.77,3.5661,0,19.9982,0
INV-008868,LegitVendor_016,COMP_038,22850.59,12,2742.07,25592.66,2,20,3,0,1,0,91,51320.91,0.5013,0,8.3303,0
INV-008869,LegitVendor_058,COMP_030,24600.5,12,2952.06,27552.56,1,20,11,0,1,0,89,41666.37,0.3387,0,8.3305,0
INV-008870,LegitVendor_063,COMP_023,24506.47,18,4411.16,28917.63,6,20,8,1,1,0,88,37554.18,0.23,0,5.5543,0
INV-008871,LegitVendor_048,COMP_023,16544.32,5,827.22,17371.54,4,20,10,0,1,0,73,47696.61,0.6358,0,19.9759,0
INV-008872,LegitVendor_031,COMP_032,4124.7,28,1154.91,5279.61,6,20,10,1,1,0,81,52368.62,0.8992,0,3.5683,0
INV-008873,LegitVendor_025,COMP_028,65902.06,12,7908.25,73810.31,6,20,12,1,1,0,112,48764.24,0.5136,0,8.3323,0
INV-008874,LegitVendor_044,COMP_016,12754.38,5,637.72,13392.1,0,20,4,0,1,0,87,41618.64,0.6782,0,19.9687,0
INV-008875,LegitVendor_045,COMP_025,31973.12,18,5755.16,37728.29,1,20,9,0,1,0,87,40999.94,0.0798,0,5.5546,0
INV-008876,LegitVendor_015,COMP_007,16979.89,28,4754.37,21734.26,2,20,8,0,1,0,92,54869.77,0.6039,0,3.5707,0
INV-008877,LegitVendor_016,COMP_019,75552.56,12,9066.31,84618.87,0,20,3,0,1,0,92,51682.84,0.6373,0,8.3324,0
INV-008878,LegitVendor_006,COMP_000,26941.93,5,1347.1,28289.03,2,20,8,0,1,0,82,48227.66,0.4134,0,19.9852,0
INV-008879,LegitVendor_071,COMP_023,49020.23,5,2451.01,51471.24,4,20,8,0,1,0,89,55845.87,0.0783,0,19.9918,0
INV-008880,LegitVendor_073,COMP_041,29207.84,5,1460.39,30668.23,5,20,5,1,1,0,104,49865.37,0.385,0,19.9863,0
INV-008881,LegitVendor_001,COMP_018,15791.09,5,789.55,16580.65,0,20,10,0,1,0,77,50932.49,0.6744,0,19.9747,0
INV-008882,LegitVendor_035,COMP_003,156069.95,5,7803.5,163873.45,0,20,6,0,1,0,110,64715.21,1.5322,0,19.9974,0
INV-008883,LegitVendor_077,COMP_016,6311.21,18,1136.02,7447.23,1,20,11,0,1,0,94,57857.13,0.8713,0,5.5507,0
INV-008884,LegitVendor_055,COMP_048,18129.88,28,5076.37,23206.25,3,20,9,0,1,0,84,60274.81,0.615,0,3.5707,0
INV-008885,LegitVendor_035,COMP_026,42509.58,12,5101.15,47610.73,0,20,3,0,1,0,111,64561.11,0.2625,0,8.3317,0
INV-008886,LegitVendor_063,COMP_040,79292.55,18,14272.66,93565.21,5,20,5,1,1,0,89,38183.52,1.4504,0,5.5552,0
INV-008887,LegitVendor_000,COMP_021,6391.01,5,319.55,6710.56,1,20,11,0,1,0,83,46615.7,0.856,0,19.9376,0
INV-008888,LegitVendor_063,COMP_046,96289.47,18,17332.1,113621.57,2,20,10,0,1,0,90,39021.72,1.9117,0,5.5552,0
INV-008889,LegitVendor_076,COMP_004,12107.63,12,1452.92,13560.54,2,20,11,0,1,0,88,57421.81,0.7638,0,8.3276,0
INV-008890,SuspiciousVendor_016,COMP_024,77701.71,12,9324.2,87025.91,2,20,10,0,1,0,88,124736.48,0.3023,0,8.3324,1
INV-008891,LegitVendor_057,COMP_043,26963.72,5,1348.19,28311.91,6,20,7,1,1,0,114,48147.5,0.412,0,19.9852,0
INV-008892,LegitVendor_074,COMP_010,26632.68,18,4793.88,31426.57,5,20,5,1,1,0,90,50537.2,0.3781,0,5.5544,0
INV-008893,LegitVendor_046,COMP_003,10166.96,12,1220.03,11386.99,5,20,3,1,1,0,94,47929.33,0.7624,0,8.3265,0
INV-008894,LegitVendor_079,COMP_036,5221.54,28,1462.03,6683.58,3,20,1,0,1,0,72,39111.45,0.8291,0,3.569,0
INV-008895,SuspiciousVendor_015,COMP_012,131056.29,18,23590.13,154646.42,6,20,9,1,1,0,78,118583.84,0.3041,0,5.5553,1
INV-008896,LegitVendor_032,COMP_040,6389.02,12,766.68,7155.7,2,20,3,0,1,0,96,47080.8,0.848,0,8.3225,0
INV-008897,SuspiciousVendor_007,COMP_035,79894.78,5,3994.74,83889.52,5,22,11,1,1,0,76,139410.32,0.3983,0,19.995,1
INV-008898,LegitVendor_054,COMP_037,13597.49,28,3807.3,17404.78,4,20,7,0,1,0,87,47503.05,0.6336,0,3.5705,0
INV-008899,LegitVendor_014,COMP_049,94341.64,18,16981.49,111323.13,6,20,3,1,1,0,84,62705.64,0.7753,0,5.5552,0
INV-008900,LegitVendor_077,COMP_031,15808.71,12,1897.05,17705.76,6,20,2,1,1,0,95,57434.49,0.6917,0,8.3289,0
INV-008901,LegitVendor_079,COMP_021,27934.26,28,7821.59,35755.86,6,20,12,1,1,0,73,39065.48,0.0847,0,3.571,0
INV-008902,SuspiciousVendor_011,COMP_002,12620.54,18,2271.7,14892.24,2,22,4,0,1,0,60,115297.36,0.8708,0,5.5531,1
INV-008903,LegitVendor_055,COMP_039,72329.39,12,8679.53,81008.91,3,20,7,0,1,0,85,60518.75,0.3386,0,8.3324,0
INV-008904,LegitVendor_061,COMP_033,3772.04,18,678.97,4451.01,3,20,5,0,1,0,95,38706.78,0.885,0,5.5474,0
INV-008905,LegitVendor_054,COMP_003,101857.84,18,18334.41,120192.25,0,20,12,0,1,0,88,48329.06,1.4869,0,5.5553,0
INV-008906,LegitVendor_029,COMP_014,14503.0,5,725.15,15228.15,2,20,8,0,1,0,100,43996.9,0.6539,0,19.9725,0
INV-008907,LegitVendor_002,COMP_032,44480.17,18,8006.43,52486.6,1,20,10,0,1,0,95,36517.57,0.4373,0,5.5549,0
INV-008908,LegitVendor_071,COMP_025,180162.04,12,21619.44,201781.48,0,20,10,0,1,0,90,57467.38,2.5112,0,8.3329,0
INV-008909,LegitVendor_063,COMP_004,9590.59,12,1150.87,10741.46,2,20,1,0,1,0,91,38710.95,0.7225,0,8.3261,0
INV-008910,LegitVendor_078,COMP_014,17383.13,18,3128.96,20512.1,4,20,9,0,1,0,98,47190.31,0.5653,0,5.5538,0
INV-008911,LegitVendor_006,COMP_004,280874.03,12,33704.88,314578.92,2,20,12,0,1,0,83,51436.71,5.1157,0,8.3331,0
INV-008912,LegitVendor_003,COMP_017,8941.65,18,1609.5,10551.14,4,20,7,0,1,0,95,48483.97,0.7824,0,5.5521,0
INV-008913,LegitVendor_079,COMP_012,8584.87,12,1030.18,9615.06,5,20,11,1,1,0,74,38667.5,0.7513,0,8.3253,0
INV-008914,LegitVendor_019,COMP_016,63581.26,12,7629.75,71211.02,2,20,2,0,1,0,87,51555.38,0.3812,0,8.3322,0
INV-008915,LegitVendor_019,COMP_044,25850.87,28,7238.24,33089.11,0,20,7,0,1,0,88,51345.54,0.3556,0,3.5709,0
INV-008916,LegitVendor_010,COMP_020,33553.77,28,9395.06,42948.83,4,20,5,0,1,0,91,61628.08,0.3031,0,3.571,0
INV-008917,LegitVendor_035,COMP_030,15892.34,28,4449.85,20342.19,6,20,7,1,1,0,112,64166.3,0.683,0,3.5706,0
INV-008918,LegitVendor_042,COMP_012,15952.3,18,2871.41,18823.71,0,20,8,0,1,0,90,49317.61,0.6183,0,5.5536,0
INV-008919,LegitVendor_072,COMP_012,40390.28,5,2019.51,42409.79,6,20,1,1,1,0,112,50448.27,0.1593,0,19.9901,0
INV-008920,LegitVendor_045,COMP_018,152346.37,5,7617.32,159963.69,5,20,10,1,1,0,88,42351.8,2.777,0,19.9974,0
INV-008921,LegitVendor_014,COMP_005,30710.48,12,3685.26,34395.74,3,20,11,0,1,0,85,62372.58,0.4485,0,8.3311,0
INV-008922,LegitVendor_034,COMP_041,43734.36,12,5248.12,48982.48,1,20,9,0,1,0,93,54500.26,0.1012,0,8.3317,0
INV-008923,LegitVendor_019,COMP_022,76003.01,18,13680.54,89683.55,6,20,9,1,1,0,89,51776.3,0.7321,0,5.5551,0
INV-008924,LegitVendor_008,COMP_032,6453.43,18,1161.62,7615.04,3,20,9,0,1,0,103,43831.88,0.8262,0,5.5508,0
INV-008925,LegitVendor_045,COMP_014,199704.77,18,35946.86,235651.63,3,20,3,0,1,0,89,44523.71,4.2926,0,5.5554,0
INV-008926,LegitVendor_024,COMP_049,52348.7,12,6281.84,58630.54,6,20,9,1,1,0,107,60782.34,0.0354,0,8.332,0
INV-008927,LegitVendor_012,COMP_007,11428.08,18,2057.05,13485.13,5,20,5,1,1,0,102,53434.99,0.7476,0,5.5529,0
INV-008928,LegitVendor_018,COMP_042,5577.93,5,278.9,5856.82,1,20,9,0,1,0,104,44673.98,0.8689,0,19.9285,0
INV-008929,LegitVendor_038,COMP_000,10212.96,12,1225.56,11438.52,3,20,9,0,1,0,104,48624.62,0.7647,0,8.3265,0
INV-008930,LegitVendor_001,COMP_004,49519.84,18,8913.57,58433.41,6,20,10,1,1,0,78,51028.66,0.1451,0,5.5549,0
INV-008931,LegitVendor_063,COMP_013,28071.31,12,3368.56,31439.87,4,20,1,0,1,0,92,38631.91,0.1862,0,8.3309,0
INV-008932,LegitVendor_076,COMP_039,65986.54,5,3299.33,69285.87,5,20,5,1,1,0,89,57555.12,0.2038,0,19.9939,0
INV-008933,LegitVendor_061,COMP_014,113361.53,18,20405.07,133766.6,2,20,11,0,1,0,96,39696.99,2.3696,0,5.5553,0
INV-008934,LegitVendor_070,COMP_039,22797.16,18,4103.49,26900.65,1,20,3,0,1,0,99,43567.37,0.3825,0,5.5542,0
INV-008935,LegitVendor_070,COMP_025,11247.16,12,1349.66,12596.82,1,20,5,0,1,0,100,43257.67,0.7088,0,8.3272,0
INV-008936,LegitVendor_051,COMP_047,1428.82,18,257.19,1686.01,3,20,1,0,1,0,102,61100.09,0.9724,0,5.534,0
INV-008937,LegitVendor_043,COMP_010,114052.68,12,13686.32,127739.0,6,20,7,1,1,0,97,44496.31,1.8707,0,8.3327,0
INV-008938,LegitVendor_065,COMP_037,37736.79,12,4528.41,42265.21,2,20,2,0,1,0,97,56810.66,0.256,0,8.3315,0
INV-008939,LegitVendor_028,COMP_036,17718.99,18,3189.42,20908.41,3,20,8,0,1,0,96,54805.21,0.6185,0,5.5538,0
INV-008940,LegitVendor_019,COMP_008,6178.54,12,741.42,6919.96,3,20,2,0,1,0,90,51277.9,0.865,0,8.3221,0
INV-008941,LegitVendor_053,COMP_000,15071.37,18,2712.85,17784.21,5,20,10,1,1,0,93,41155.82,0.5679,0,5.5535,0
INV-008942,LegitVendor_059,COMP_010,9548.78,5,477.44,10026.22,1,20,10,0,1,0,102,64773.93,0.8452,0,19.9582,0
INV-008943,LegitVendor_046,COMP_005,33954.39,12,4074.53,38028.92,2,20,10,0,1,0,95,47825.11,0.2048,0,8.3313,0
INV-008944,LegitVendor_015,COMP_033,30056.71,18,5410.21,35466.92,4,20,4,0,1,0,93,54661.13,0.3511,0,5.5545,0
INV-008945,LegitVendor_002,COMP_022,26055.76,5,1302.79,27358.55,3,20,8,0,1,0,96,36422.17,0.2488,0,19.9847,0
INV-008946,LegitVendor_068,COMP_022,53021.08,12,6362.53,59383.61,2,20,7,0,1,0,95,46597.73,0.2744,0,8.332,0
INV-008947,LegitVendor_022,COMP_022,105288.93,18,18952.01,124240.94,1,20,6,0,1,0,91,43345.03,1.8663,0,5.5553,0
INV-008948,SuspiciousVendor_001,COMP_043,3481.14,5,174.06,37978.27,5,20,7,1,1,0,68,111113.36,0.6582,0,19.8858,1
INV-008949,LegitVendor_060,COMP_008,1751.32,5,87.57,1838.89,0,20,12,0,1,0,101,56238.96,0.9673,0,19.7742,0
INV-008950,LegitVendor_051,COMP_042,26864.16,28,7521.96,34386.12,6,20,7,1,1,0,103,60840.73,0.4348,0,3.571,0
INV-008951,SuspiciousVendor_003,COMP_009,22578.31,18,4064.1,26642.4,5,20,2,1,1,0,71,142870.25,0.8135,0,5.5542,1
INV-008952,LegitVendor_044,COMP_049,46069.37,5,2303.47,48372.84,1,20,1,0,1,0,88,41695.39,0.1601,0,19.9913,0
INV-008953,SuspiciousVendor_005,COMP_002,50000.0,18,9000.0,59000.0,6,20,3,1,1,1,66,136420.17,0.5675,0,5.5549,1
INV-008954,LegitVendor_061,COMP_009,52405.14,18,9432.93,61838.07,2,20,3,0,1,0,97,39925.25,0.5488,0,5.555,0
INV-008955,LegitVendor_056,COMP_040,16812.08,18,3026.17,19838.26,2,20,3,0,1,0,96,42295.57,0.5309,0,5.5537,0
INV-008956,LegitVendor_027,COMP_013,33645.34,5,1682.27,35327.6,5,20,11,1,1,0,102,53455.76,0.3391,0,19.9881,0
INV-008957,LegitVendor_064,COMP_045,99146.87,18,17846.44,116993.31,1,20,1,0,1,0,84,56475.86,1.0715,0,5.5552,0
INV-008958,LegitVendor_046,COMP_022,29335.69,18,5280.42,34616.12,0,20,3,0,1,0,96,47687.52,0.2741,0,5.5545,0
INV-008959,LegitVendor_014,COMP_001,138590.67,28,38805.39,177396.06,1,20,7,0,1,0,86,63710.07,1.7844,0,3.5713,0
INV-008960,LegitVendor_024,COMP_040,11625.96,5,581.3,12207.26,5,20,5,1,1,0,108,60332.57,0.7977,0,19.9657,0
INV-008961,LegitVendor_074,COMP_004,12849.05,18,2312.83,15161.88,0,20,7,0,1,0,91,50148.46,0.6976,0,5.5532,0
INV-008962,LegitVendor_015,COMP_038,16999.27,12,2039.91,19039.18,2,20,11,0,1,0,94,54282.18,0.6492,0,8.3293,0
INV-008963,LegitVendor_055,COMP_012,8629.43,28,2416.24,11045.67,0,20,5,0,1,0,86,59943.48,0.8157,0,3.57,0
INV-008964,SuspiciousVendor_011,COMP_017,500000.0,18,90000.0,590000.0,3,20,4,0,1,1,61,123079.37,3.7936,0,5.5555,1
INV-008965,LegitVendor_009,COMP_033,38071.27,5,1903.56,39974.83,6,20,9,1,1,0,106,43946.41,0.0904,0,19.9895,0
INV-008966,LegitVendor_010,COMP_019,1081.42,12,129.77,1211.19,6,20,6,1,1,0,92,60971.37,0.9801,0,8.2696,0
INV-008967,LegitVendor_007,COMP_035,18947.59,28,5305.33,24252.92,5,20,1,1,1,0,88,46073.27,0.4736,0,3.5708,0
INV-008968,LegitVendor_023,COMP_013,22426.14,18,4036.71,26462.85,1,20,12,0,1,0,79,53552.81,0.5058,0,5.5542,0
INV-008969,LegitVendor_032,COMP_036,2862.07,12,343.45,3205.51,1,20,2,0,1,0,97,46628.48,0.9312,0,8.3091,0
INV-008970,LegitVendor_077,COMP_016,106897.39,28,29931.27,136828.66,2,20,11,0,1,0,96,58261.51,1.3485,0,3.5713,0
INV-008971,LegitVendor_075,COMP_033,38465.32,28,10770.29,49235.61,5,20,9,1,1,0,95,49576.9,0.0069,0,3.5711,0
INV-008972,LegitVendor_058,COMP_037,79134.63,5,3956.73,83091.37,2,20,3,0,1,0,90,42126.65,0.9724,0,19.9949,0
INV-008973,LegitVendor_007,COMP_020,5031.23,5,251.56,5282.79,3,20,10,0,1,0,89,45614.95,0.8842,0,19.9208,0
INV-008974,LegitVendor_068,COMP_018,20376.8,18,3667.82,24044.62,6,20,5,1,1,0,96,46362.8,0.4814,0,5.554,0
INV-008975,LegitVendor_053,COMP_035,14602.97,12,1752.36,16355.33,5,20,9,1,1,0,94,40891.99,0.6,0,8.3286,0
INV-008976,LegitVendor_020,COMP_021,68877.86,18,12398.02,81275.88,1,20,5,0,1,0,110,50532.73,0.6084,0,5.5551,0
INV-008977,LegitVendor_006,COMP_016,27756.74,5,1387.84,29144.58,2,20,10,0,1,0,84,51171.33,0.4304,0,19.9856,0
INV-008978,LegitVendor_032,COMP_019,122512.33,28,34303.45,156815.78,4,20,2,0,1,0,98,47752.84,2.2839,0,3.5713,0
INV-008979,LegitVendor_068,COMP_022,3780.62,12,453.67,4234.29,5,20,5,1,1,0,97,45928.48,0.9078,0,8.315,0
INV-008980,LegitVendor_017,COMP_012,21253.81,12,2550.46,23804.27,0,20,7,0,1,0,101,48185.86,0.506,0,8.3301,0
INV-008981,LegitVendor_031,COMP_045,5336.18,12,640.34,5976.52,4,20,1,0,1,0,82,51802.86,0.8846,0,8.3203,0
INV-008982,LegitVendor_015,COMP_025,13215.69,18,2378.82,15594.52,4,20,3,0,1,0,95,53874.94,0.7105,0,5.5532,0
